treeId,cellId,latitude,longitude,species
233812,60,40.71660917921768,-73.99094565186553,littleleaf linden
15208607,60,40.71685053592706,-73.99135761609841,'Allee' Chinese elm
2111107,60,40.716551124011424,-73.99021758202106,maidenhair tree
2111108,60,40.71671057842847,-73.99013541160092,Japanese zelkova
2110922,60,40.71749126237091,-73.9919154232048,pin oak
2116114,60,40.71699894019966,-73.99074271656721,Thornless honeylocust
2110921,60,40.71743678249603,-73.99177269193562,Thornless honeylocust
2111109,60,40.716783662444776,-73.99009775196829,Japanese zelkova
2110894,60,40.717616889040634,-73.99189311645635,sawtooth oak
2111110,60,40.71685291253148,-73.99006206635354,Japanese zelkova
2110895,60,40.71754142221835,-73.99164217376503,sawtooth oak
10183638,60,40.71704581301936,-73.9904387895169,'Millstone' Japanese pagodatree
2116116,60,40.71698820131277,-73.9902507244745,Callery pear
2116117,60,40.71696769798515,-73.99018379948424,Japanese pagoda tree
16293531,60,40.71733610013685,-73.99095714486111,sawtooth oak
16293530,60,40.717311641923224,-73.9908759804292,sawtooth oak
15216538,61,40.71534957575956,-73.99430828077924,'Shawnee Brave' Bald cypress
17666411,61,40.71539295524439,-73.99379315453503,'Espresso' Kentucky coffee tree
15208610,61,40.715360316455254,-73.99369564519579,'Espresso' Kentucky coffee tree
17665923,61,40.71535351401388,-73.99363313538626,'Espresso' Kentucky coffee tree
4609909,61,40.71592710042829,-73.99316513007595,Japanese pagoda tree
2110917,61,40.71600577605374,-73.99311583176413,Japanese pagoda tree
2110918,61,40.7161196006249,-73.99305740014304,maidenhair tree
2110919,61,40.716222610568565,-73.99300443230848,Thornless honeylocust
2110920,61,40.71632689961897,-73.9929508073392,maidenhair tree
2123331,61,40.7166412661096,-73.99353415062394,maidenhair tree
2123332,61,40.71660482705876,-73.99341188827438,Thornless honeylocust
2123333,61,40.71656378492801,-73.99327417429527,maidenhair tree
2123334,61,40.716526303292284,-73.99317333471309,maidenhair tree
2123335,61,40.716486502194414,-73.99301486891491,Thornless honeylocust
14500069,61,40.71669511551768,-73.99342431796212,common hackberry
5243335,61,40.71663417233758,-73.99321137822314,eastern redbud
3929219,61,40.71660308883424,-73.99311114514575,Callery pear
2111048,61,40.71657472843223,-73.9930229386271,Thornless honeylocust
2111030,61,40.71694371496433,-73.99348849558255,maidenhair tree
13824644,61,40.71665776664436,-73.99278276812947,'Village Green' Zelkova
2110953,62,40.71680266243864,-73.99259208536267,Callery pear
2111029,62,40.71717434412155,-73.99337017649569,Kentucky coffeetree
2110952,62,40.71693057948428,-73.99252674922367,silver linden
2110951,62,40.716994537706526,-73.99249408181173,silver linden
2111027,62,40.71740113803479,-73.99325382150471,maidenhair tree
14495876,62,40.71730981773994,-73.99247235462705,American basswood
15247225,62,40.717266254744025,-73.99236478578447,'Boulevard' American linden
13884501,62,40.717323145169715,-73.99233226165816,hedge maple
2110968,62,40.717406680940556,-73.99240339286183,Japanese zelkova
13883298,62,40.717387142195896,-73.9922992707004,'Village Green' Zelkova
13883297,62,40.717436158949326,-73.99228089437544,'Village Green' Zelkova
2110969,62,40.717494778493894,-73.99235874577136,Japanese zelkova
13883299,62,40.71748122745502,-73.99224859693192,'Village Green' Zelkova
2145212,62,40.71779182347902,-73.99290691625595,goldenrain tree
2145211,62,40.717766134156705,-73.99282251152962,Japanese pagoda tree
2110924,62,40.71755827213783,-73.99213662398016,sawtooth oak
2110923,62,40.71753085892091,-73.99204613331506,sawtooth oak
13842561,62,40.717866701499936,-73.99271187318962,pin oak
2145214,62,40.71784320374163,-73.99263486491029,goldenrain tree
2145215,62,40.717790078507875,-73.99246075665792,goldenrain tree
13883292,62,40.717924455485345,-73.99203353852786,'Sterling' Silver linden
2111026,63,40.71746454865899,-73.99322129064446,maidenhair tree
14195422,63,40.715441560543994,-73.99471274379734,Thornless honeylocust
14195423,63,40.71556488753329,-73.99468229897236,Thornless honeylocust
3892015,63,40.71577719998861,-73.99457346540218,Cherry
4862061,63,40.71724082369798,-73.99354728571883,London planetree
15326344,63,40.718111878495705,-73.99315254230615,'Fastigiata' European hornbeam
14209091,63,40.716007334395705,-73.9947075494696,lagerstroemia
5930795,63,40.716047384915704,-73.99486930003597,'Mushashino' Zelkova
14216524,63,40.71707514729682,-73.99419519549876,Unknown
5109976,63,40.717106148997296,-73.99417662682853,'Kwanzan' Flowering cherry
2145219,63,40.71603780156118,-73.99503571921241,Japanese pagoda tree
15216535,63,40.71611140696583,-73.99499783307274,scarlet oak
2145217,63,40.71624430584976,-73.99492942735166,Japanese pagoda tree
2112812,63,40.715953345779475,-73.99516847846111,maidenhair tree
2145216,63,40.71643445392798,-73.9948315539839,Japanese pagoda tree
10462423,63,40.717894825278854,-73.99381089476499,London planetree
14495877,63,40.71597000975125,-73.9952195320494,'Mushashino' Zelkova
1803595,63,40.71687961843591,-73.99460357305185,Japanese pagoda tree
15325117,63,40.718279937278275,-73.99358951167412,katsura tree
10666768,63,40.71737417382292,-73.99435163407719,'Millstone' Japanese pagodatree
10666767,63,40.71746890227161,-73.99430352065522,'Millstone' Japanese pagodatree
2116147,64,40.718495214771195,-73.99378210865673,Japanese pagoda tree
13842559,64,40.71861678705546,-73.99371921779442,sawtooth oak
2112797,64,40.71707411582279,-73.9949754056117,Japanese zelkova
2116157,64,40.71624855925915,-73.99569177936431,maidenhair tree
2112798,64,40.71710731437579,-73.99508383562167,Unknown
15197082,64,40.71630721959341,-73.99568260317336,'Magyar' Ginkgo
13842563,64,40.71628389135809,-73.99571163620087,'Magyar' Ginkgo
13841752,64,40.716309128814515,-73.99572581891694,'Magyar' Ginkgo
13841751,64,40.716269189988544,-73.99576483252268,'Magyar' Ginkgo
2112799,64,40.71713088140305,-73.99516080783522,Japanese zelkova
13842562,64,40.71633941273052,-73.99574283909227,'Magyar' Ginkgo
15840302,64,40.71628327080123,-73.99580127997118,'Fairmont' Ginkgo
2116181,64,40.71631946211898,-73.99578386553597,maidenhair tree
13841753,64,40.71636717312748,-73.99575844130901,'Magyar' Ginkgo
15197080,64,40.716326994200905,-73.99583101969768,'Magyar' Ginkgo
15197081,64,40.71639368195086,-73.99579385617638,'Magyar' Ginkgo
2120065,64,40.71649910477118,-73.99722791862516,Callery pear
2134810,64,40.71728710033721,-73.99916730826436,maidenhair tree
2134811,64,40.717306608347485,-73.99919538252145,maidenhair tree
2134812,64,40.71733146918547,-73.99922058059074,maidenhair tree
